#AssemblyAccession	AssemblyName	Organism	AssemblyStatus	BioprojectAccession	BioSample	ContigN50	ScaffoldN50	FtpPath
GCF_003020125.1	ASM302012v1	Bradyrhizobium sp. MOS003 (a-proteobacteria)	Contig	PRJNA224116	SAMN08687198	864091	864091	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/125/GCF_003020125.1_ASM302012v1
GCF_003020115.1	ASM302011v1	Bradyrhizobium sp. MOS002 (a-proteobacteria)	Contig	PRJNA224116	SAMN08687197	452838	452838	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/115/GCF_003020115.1_ASM302011v1
GCF_002936975.1	ASM293697v1	Bradyrhizobium sp. AC87j1 (a-proteobacteria)	Contig	PRJNA224116	SAMN08093587	71494	71494	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/936/975/GCF_002936975.1_ASM293697v1
GCF_002831585.1	ASM283158v1	Bradyrhizobium sp. SK17 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN08116651	8003090	8003090	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/585/GCF_002831585.1_ASM283158v1
GCF_001705105.1	ASM170510v1	Bradyrhizobium sp. UASWS1016 (a-proteobacteria)	Contig	PRJNA224116	SAMN03219997	386652	386652	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/105/GCF_001705105.1_ASM170510v1
GCF_002795245.1	ASM279524v1	Bradyrhizobium forestalis (a-proteobacteria)	Scaffold	PRJNA224116	SAMN08035463	151517	169127	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/245/GCF_002795245.1_ASM279524v1
GCF_002776695.1	ASM277669v1	Bradyrhizobium nitroreducens (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03770688	185726	8173839	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/695/GCF_002776695.1_ASM277669v1
GCF_002532025.1	ASM253202v1	Bradyrhizobium ottawaense (a-proteobacteria)	Contig	PRJNA224116	SAMN07627171	251037	251037	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/532/025/GCF_002532025.1_ASM253202v1
GCF_002532045.1	ASM253204v1	Bradyrhizobium sp. C9 (a-proteobacteria)	Contig	PRJNA224116	SAMN07627170	325395	325395	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/532/045/GCF_002532045.1_ASM253204v1
GCF_002531995.1	ASM253199v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN07627173	367887	367887	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/531/995/GCF_002531995.1_ASM253199v1
GCF_002531575.1	ASM253157v1	Bradyrhizobium sp. Y36 (a-proteobacteria)	Contig	PRJNA224116	SAMN07627172	217818	217818	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/531/575/GCF_002531575.1_ASM253157v1
GCF_002289535.1	ASM228953v1	Bradyrhizobium sp. UFLA03-84 (a-proteobacteria)	Contig	PRJNA224116	SAMN07572887	832094	832094	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/289/535/GCF_002289535.1_ASM228953v1
GCF_900176205.1	BRAD285_PRJEB202261_v1	Bradyrhizobium sp. ORS 285 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMEA103957792	7797098	7797098	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/205/GCF_900176205.1_BRAD285_PRJEB202261_v1
GCF_002128415.1	ASM212841v1	Bradyrhizobium guangdongense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN06909110	7613	21600	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/128/415/GCF_002128415.1_ASM212841v1
GCF_002108995.1	ASM210899v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06077201	201886	201886	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/995/GCF_002108995.1_ASM210899v1
GCF_002108965.1	ASM210896v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06077202	202394	202394	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/965/GCF_002108965.1_ASM210896v1
GCF_002108935.1	ASM210893v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN06077198	131757	131757	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/935/GCF_002108935.1_ASM210893v1
GCF_002108905.1	ASM210890v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06064765	188349	188349	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/905/GCF_002108905.1_ASM210890v1
GCF_002108875.1	ASM210887v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06088718	201886	201886	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/875/GCF_002108875.1_ASM210887v1
GCF_002108865.1	ASM210886v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06077195	239857	239857	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/865/GCF_002108865.1_ASM210886v1
GCF_002108845.1	ASM210884v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06080266	152760	152760	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/845/GCF_002108845.1_ASM210884v1
GCF_002108825.1	ASM210882v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06077200	199090	199090	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/825/GCF_002108825.1_ASM210882v1
GCF_002108805.1	ASM210880v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06067958	168481	168481	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/805/GCF_002108805.1_ASM210880v1
GCF_002108775.1	ASM210877v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06077197	171855	171855	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/775/GCF_002108775.1_ASM210877v1
GCF_002108755.1	ASM210875v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06077193	102328	102328	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/755/GCF_002108755.1_ASM210875v1
GCF_002108745.1	ASM210874v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06077199	140764	140764	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/745/GCF_002108745.1_ASM210874v1
GCF_002108725.1	ASM210872v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06068090	202032	202032	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/725/GCF_002108725.1_ASM210872v1
GCF_002108695.1	ASM210869v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06067988	146548	146548	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/695/GCF_002108695.1_ASM210869v1
GCF_002108675.1	ASM210867v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN06067981	270609	270609	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/675/GCF_002108675.1_ASM210867v1
GCF_002068095.1	ASM206809v1	Bradyrhizobium sacchari (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04849207	51786	314112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/068/095/GCF_002068095.1_ASM206809v1
GCF_900129425.1	IMG-taxon 2695421015 annotated assembly	Bradyrhizobium erythrophlei (a-proteobacteria)	Chromosome	PRJNA224116	SAMN05443248	9092036	9092136	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/425/GCF_900129425.1_IMG-taxon_2695421015_annotated_assembly
GCF_900142345.1	IMG-taxon 2698536699 annotated assembly	Bradyrhizobium lablabi (a-proteobacteria)	Chromosome	PRJNA224116	SAMN05444321	8150868	8150968	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/345/GCF_900142345.1_IMG-taxon_2698536699_annotated_assembly
GCF_900141755.1	IMG-taxon 2698536816 annotated assembly	Bradyrhizobium lablabi (a-proteobacteria)	Chromosome	PRJNA224116	SAMN05444159	7909999	7910099	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/755/GCF_900141755.1_IMG-taxon_2698536816_annotated_assembly
GCF_900129505.1	IMG-taxon 2695420948 annotated assembly	Bradyrhizobium erythrophlei (a-proteobacteria)	Chromosome	PRJNA224116	SAMN05444169	9184651	9184751	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/505/GCF_900129505.1_IMG-taxon_2695420948_annotated_assembly
GCF_001982635.1	ASM198263v1	Bradyrhizobium mercantei (a-proteobacteria)	Contig	PRJNA224116	SAMN05826124	1006110	1006110	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/982/635/GCF_001982635.1_ASM198263v1
GCF_001969825.1	ASM196982v1	Bradyrhizobium sp. UFLA 03-321 (a-proteobacteria)	Contig	PRJNA224116	SAMN06050723	188493	188493	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/825/GCF_001969825.1_ASM196982v1
GCF_001908315.1	ASM190831v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN04191488	9136536	9136536	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/315/GCF_001908315.1_ASM190831v1
GCF_001908235.1	ASM190823v1	Bradyrhizobium sp. NAS96.2 (a-proteobacteria)	Contig	PRJNA224116	SAMN03846991	40586	40586	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/235/GCF_001908235.1_ASM190823v1
GCF_001908205.1	ASM190820v1	Bradyrhizobium sp. NAS80.1 (a-proteobacteria)	Contig	PRJNA224116	SAMN03846989	43609	43609	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/205/GCF_001908205.1_ASM190820v1
GCF_001908185.1	ASM190818v1	Bradyrhizobium sp. AS23.2 (a-proteobacteria)	Contig	PRJNA224116	SAMN03842497	46417	46417	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/185/GCF_001908185.1_ASM190818v1
GCF_900142985.1	IMG-taxon 2695420919 annotated assembly	Bradyrhizobium erythrophlei (a-proteobacteria)	Chromosome	PRJNA224116	SAMN05444170	7525117	7525217	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/985/GCF_900142985.1_IMG-taxon_2695420919_annotated_assembly
GCF_001887695.1	ASM188769v1	Bradyrhizobium japonicum (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN05890661	10138651	10138651	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/695/GCF_001887695.1_ASM188769v1
GCF_900116675.1	IMG-taxon 2654588141 annotated assembly	Bradyrhizobium arachidis (a-proteobacteria)	Scaffold	PRJNA224116	SAMN05192541	194418	213844	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/675/GCF_900116675.1_IMG-taxon_2654588141_annotated_assembly
GCF_900115265.1	IMG-taxon 2651870122 annotated assembly	Bradyrhizobium sp. Ghvi (a-proteobacteria)	Scaffold	PRJNA224116	SAMN05216330	801310	810104	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/265/GCF_900115265.1_IMG-taxon_2651870122_annotated_assembly
GCF_900113735.1	IMG-taxon 2651870130 annotated assembly	Bradyrhizobium sp. Gha (a-proteobacteria)	Scaffold	PRJNA224116	SAMN05216525	156060	163194	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/735/GCF_900113735.1_IMG-taxon_2651870130_annotated_assembly
GCF_900114915.1	IMG-taxon 2654587901 annotated assembly	Bradyrhizobium sp. Rc3b (a-proteobacteria)	Scaffold	PRJNA224116	SAMN05216573	383119	437031	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/915/GCF_900114915.1_IMG-taxon_2654587901_annotated_assembly
GCF_900113725.1	IMG-taxon 2609459633 annotated assembly	Bradyrhizobium sp. cf659 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04487925	458247	632596	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/725/GCF_900113725.1_IMG-taxon_2609459633_annotated_assembly
GCF_900109945.1	IMG-taxon 2687453685 annotated assembly	Bradyrhizobium sp. OK095 (a-proteobacteria)	Contig	PRJNA224116	SAMN05443254	457633	457633	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/945/GCF_900109945.1_IMG-taxon_2687453685_annotated_assembly
GCF_900105845.1	IMG-taxon 2690316366 annotated assembly	Bradyrhizobium erythrophlei (a-proteobacteria)	Contig	PRJNA224116	SAMN05444164	8910901	8910901	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/845/GCF_900105845.1_IMG-taxon_2690316366_annotated_assembly
GCF_900104755.1	IMG-taxon 2693429786 annotated assembly	Bradyrhizobium lablabi (a-proteobacteria)	Contig	PRJNA224116	SAMN05444171	8088127	8088127	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/755/GCF_900104755.1_IMG-taxon_2693429786_annotated_assembly
GCF_900105125.1	IMG-taxon 2693430033 annotated assembly	Bradyrhizobium canariense (a-proteobacteria)	Chromosome	PRJNA224116	SAMN05444158	7841944	7842044	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/125/GCF_900105125.1_IMG-taxon_2693430033_annotated_assembly
GCF_900099855.1	IMG-taxon 2654588102 annotated assembly	Bradyrhizobium sp. Rc2d (a-proteobacteria)	Scaffold	PRJNA224116	SAMN05216338	171503	171503	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/855/GCF_900099855.1_IMG-taxon_2654588102_annotated_assembly
GCF_900101405.1	IMG-taxon 2654588101 annotated assembly	Bradyrhizobium brasilense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN05216337	142424	147181	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/405/GCF_900101405.1_IMG-taxon_2654588101_annotated_assembly
GCF_900099825.1	IMG-taxon 2693430034 annotated assembly	Bradyrhizobium ottawaense (a-proteobacteria)	Chromosome	PRJNA224116	SAMN05444163	8339115	8339215	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/825/GCF_900099825.1_IMG-taxon_2693430034_annotated_assembly
GCF_001718205.1	ASM171820v1	Bradyrhizobium elkanii (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04903904	302740	302740	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/718/205/GCF_001718205.1_ASM171820v1
GCF_001718185.1	ASM171818v1	Bradyrhizobium elkanii (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04903903	363283	363283	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/718/185/GCF_001718185.1_ASM171818v1
GCF_900094575.1	IMG-taxon 2617270741 annotated assembly	Bradyrhizobium yuanmingense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04487810	700696	804802	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/575/GCF_900094575.1_IMG-taxon_2617270741_annotated_assembly
GCF_900094605.1	IMG-taxon 2617270735 annotated assembly	Bradyrhizobium shewense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04487809	257408	278998	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/605/GCF_900094605.1_IMG-taxon_2617270735_annotated_assembly
GCF_001693485.1	ASM169348v1	Bradyrhizobium sp. LMTR 3 (a-proteobacteria)	Contig	PRJNA224116	SAMN05230121	423838	423838	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/485/GCF_001693485.1_ASM169348v1
GCF_001693385.1	ASM169338v1	Bradyrhizobium icense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN05230120	8322773	8322773	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1
GCF_900011245.1	BF49.v1	Bradyrhizobium sp. (a-proteobacteria)	Complete Genome	PRJNA224116	SAMEA3647810	7547693	7547693	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/011/245/GCF_900011245.1_BF49.v1
GCF_900011265.1	G22.v1	Bradyrhizobium sp. (a-proteobacteria)	Chromosome	PRJNA224116	SAMEA3648508	4584323	9022917	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/011/265/GCF_900011265.1_G22.v1
GCF_001642675.1	ASM164267v1	Bradyrhizobium diazoefficiens USDA 110 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03573437	9106064	9106064	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/675/GCF_001642675.1_ASM164267v1
GCF_001641695.1	ASM164169v1	Bradyrhizobium neotropicale (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04457964	86815	154093	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/695/GCF_001641695.1_ASM164169v1
GCF_001641635.1	ASM164163v1	Bradyrhizobium centrolobii (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04448272	83109	140269	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/635/GCF_001641635.1_ASM164163v1
GCF_001189235.2	ASM118923v2	Bradyrhizobium embrapense (a-proteobacteria)	Contig	PRJNA224116	SAMN03782074	809967	809967	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/235/GCF_001189235.2_ASM118923v2
GCF_001641335.1	ASM164133v1	Bradyrhizobium stylosanthis (a-proteobacteria)	Contig	PRJNA224116	SAMN04549886	1501053	1501053	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/335/GCF_001641335.1_ASM164133v1
GCF_000617845.2	ASM61784v2	Bradyrhizobium sp. DOA9 (a-proteobacteria)	Scaffold	PRJNA224116	SAMD00000001	1899724	7114464	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/617/845/GCF_000617845.2_ASM61784v2
GCF_001595995.1	ASM159599v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN04549276	188836	188836	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/595/995/GCF_001595995.1_ASM159599v1
GCF_001593325.1	ASM159332v1	Bradyrhizobium sp. DOA1 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03276511	67460	7537989	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/325/GCF_001593325.1_ASM159332v1
GCF_001590795.1	ASM159079v1	Bradyrhizobium sp. AT1 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03276517	51025	7515445	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/590/795/GCF_001590795.1_ASM159079v1
GCF_001556725.1	ASM155672v1	Bradyrhizobium sp. CCH5-A9 (a-proteobacteria)	Contig	PRJNA224116	SAMN04299462	43647	43647	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/556/725/GCF_001556725.1_ASM155672v1
GCF_001556485.1	ASM155648v1	Bradyrhizobium sp. CCH1-B1 (a-proteobacteria)	Contig	PRJNA224116	SAMN04299449	47648	47648	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/556/485/GCF_001556485.1_ASM155648v1
GCF_001556045.1	ASM155604v1	Bradyrhizobium sp. CCH5-F6 (a-proteobacteria)	Contig	PRJNA224116	SAMN04299426	75002	75002	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/556/045/GCF_001556045.1_ASM155604v1
GCF_001549695.1	ASM154969v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00022775	9780023	9780023	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/695/GCF_001549695.1_ASM154969v1
GCF_000373125.1	ASM37312v1	Bradyrhizobium sp. WSM4349 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441380	234491	234491	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/373/125/GCF_000373125.1_ASM37312v1
GCF_000379585.1	ASM37958v1	Bradyrhizobium sp. WSM2793 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02256452	207176	207176	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/585/GCF_000379585.1_ASM37958v1
GCF_000379145.1	ASM37914v1	Bradyrhizobium elkanii USDA 76 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02261261	1804836	9116505	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/145/GCF_000379145.1_ASM37914v1
GCF_001542415.1	ASM154241v1	Bradyrhizobium macuxiense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04262301	54444	173122	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/415/GCF_001542415.1_ASM154241v1
GCF_000296215.2	ASM29621v2	Bradyrhizobium sp. CCGE-LA001 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN02469422	7833499	7833499	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/215/GCF_000296215.2_ASM29621v2
GCF_000261805.1	25021	Bradyrhizobium yuanmingense CCBAU 25021 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469474	31878	31878	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/805/GCF_000261805.1_25021
GCF_000261785.1	05623	Bradyrhizobium yuanmingense CCBAU 05623 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469473	28696	28696	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/785/GCF_000261785.1_05623
GCF_000261765.1	41267	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN02469472	30035	30035	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/765/GCF_000261765.1_41267
GCF_000261705.1	15544	Bradyrhizobium sp. CCBAU 15544 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469468	26160	26160	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/705/GCF_000261705.1_15544
GCF_000261685.1	43298	Bradyrhizobium sp. CCBAU 43298 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469467	29185	29185	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/685/GCF_000261685.1_43298
GCF_000261665.1	83689	Bradyrhizobium liaoningense CCBAU 83689 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469477	13248	13248	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/665/GCF_000261665.1_83689
GCF_000261645.1	05525	Bradyrhizobium liaoningense CCBAU 05525 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469466	16180	16180	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/645/GCF_000261645.1_05525
GCF_000261625.1	83623	Bradyrhizobium japonicum CCBAU 83623 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469465	16446	16446	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/625/GCF_000261625.1_83623
GCF_000261605.1	25435	Bradyrhizobium japonicum CCBAU 25435 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469483	34354	34354	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/605/GCF_000261605.1_25435
GCF_000261585.1	15618	Bradyrhizobium japonicum CCBAU 15618 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469476	28568	28568	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/585/GCF_000261585.1_15618
GCF_000261565.1	15517	Bradyrhizobium japonicum CCBAU 15517 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469482	16836	16836	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/565/GCF_000261565.1_15517
GCF_000261545.1	15354	Bradyrhizobium japonicum CCBAU 15354 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469475	20991	20991	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/545/GCF_000261545.1_15354
GCF_000261525.1	43297	Bradyrhizobium elkanii CCBAU 43297 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469464	25032	25032	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/525/GCF_000261525.1_43297
GCF_000261505.1	05737	Bradyrhizobium elkanii CCBAU 05737 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469485	25010	25010	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/505/GCF_000261505.1_05737
GCF_001440475.1	ASM144047v1	Bradyrhizobium lablabi (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02689497	63513	160353	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/475/GCF_001440475.1_ASM144047v1
GCF_001440405.1	ASM144040v1	Bradyrhizobium valentinum (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02688507	41989	72962	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/405/GCF_001440405.1_ASM144040v1
GCF_001440415.1	ASM144041v1	Bradyrhizobium retamae (a-proteobacteria)	Contig	PRJNA224116	SAMN02689496	131222	131222	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/415/GCF_001440415.1_ASM144041v1
GCF_001440385.1	ASM144038v1	Bradyrhizobium valentinum (a-proteobacteria)	Contig	PRJNA224116	SAMN02689486	104988	104988	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/385/GCF_001440385.1_ASM144038v1
GCF_001440395.1	ASM144039v1	Bradyrhizobium jicamae (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02689491	53842	84855	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/395/GCF_001440395.1_ASM144039v1
GCF_001440035.1	ABySSBR3351v1	Bradyrhizobium manausense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04088902	45300	225542	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/035/GCF_001440035.1_ABySSBR3351v1
GCF_001440015.1	BR3262k88v1	Bradyrhizobium pachyrhizi (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04088244	56572	174050	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/015/GCF_001440015.1_BR3262k88v1
GCF_001439885.1	ABySSBR3267	Bradyrhizobium yuanmingense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04088257	102683	396548	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/439/885/GCF_001439885.1_ABySSBR3267
GCF_001424605.1	Leaf396	Bradyrhizobium sp. Leaf396 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04151753	302212	302212	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/424/605/GCF_001424605.1_Leaf396
GCF_000344805.1	ASM34480v1	Bradyrhizobium oligotrophicum S58 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00061052	8264165	8264165	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/805/GCF_000344805.1_ASM34480v1
